configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,steps,total_tiles,baseline_kept_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,maximum_absolute_error,mean_relative_error,worst_mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_worst_mean_row_cosine,removed_new_maximum_tiles,first_nonzero_error_step
independent:k16:mean_masked:0.003:all:score:newmax-none:current_step,independent,16,mean_masked,0.003,all,score,none,current_step,16,1024,598,48,0.046875,0.0802675585284281,0.022544682025909424,0.013723618649237324,0.9995639324188232,0.9974746704101562,0.0023912527976790443,0.017075896794267464,0.9998986721038818,12,1
independent:k16:mean_masked:0.01:all:score:newmax-none:current_step,independent,16,mean_masked,0.01,all,score,none,current_step,16,1024,598,53,0.0517578125,0.08862876254180602,0.024652093648910522,0.015279362276487518,0.9994809627532959,0.9950920343399048,0.0031099707848625258,0.019982479578175116,0.9998114109039307,12,1
independent:k16:mean_masked:0.03:all:score:newmax-none:current_step,independent,16,mean_masked,0.03,all,score,none,current_step,16,1024,598,56,0.0546875,0.09364548494983277,0.024103105068206787,0.01483060193277197,0.9995234608650208,0.9950920343399048,0.003075704997172579,0.019524683426425327,0.9998114109039307,12,1
independent:k16:sum_mixed:1e-06:all:score:newmax-none:current_step,independent,16,sum_mixed,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:3e-06:all:score:newmax-none:current_step,independent,16,sum_mixed,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:1e-05:all:score:newmax-none:current_step,independent,16,sum_mixed,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:3e-05:all:score:newmax-none:current_step,independent,16,sum_mixed,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:0.0001:all:score:newmax-none:current_step,independent,16,sum_mixed,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:0.0003:all:score:newmax-none:current_step,independent,16,sum_mixed,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:0.001:all:score:newmax-none:current_step,independent,16,sum_mixed,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:0.003:all:score:newmax-none:current_step,independent,16,sum_mixed,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:0.01:all:score:newmax-none:current_step,independent,16,sum_mixed,0.01,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_mixed:0.03:all:score:newmax-none:current_step,independent,16,sum_mixed,0.03,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:1e-06:all:score:newmax-none:current_step,independent,16,mean_mixed,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:3e-06:all:score:newmax-none:current_step,independent,16,mean_mixed,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:1e-05:all:score:newmax-none:current_step,independent,16,mean_mixed,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:3e-05:all:score:newmax-none:current_step,independent,16,mean_mixed,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:0.0001:all:score:newmax-none:current_step,independent,16,mean_mixed,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:0.0003:all:score:newmax-none:current_step,independent,16,mean_mixed,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:0.001:all:score:newmax-none:current_step,independent,16,mean_mixed,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_mixed:0.003:all:score:newmax-none:current_step,independent,16,mean_mixed,0.003,all,score,none,current_step,16,1024,598,8,0.0078125,0.013377926421404682,0.013433926738798618,0.0014544384321197867,0.9999099969863892,0.9984235167503357,0.0014364406233653426,0.0037401621229946613,0.9999216794967651,0,1
independent:k16:mean_mixed:0.01:all:score:newmax-none:current_step,independent,16,mean_mixed,0.01,all,score,none,current_step,16,1024,598,31,0.0302734375,0.051839464882943144,0.024103105068206787,0.010752315138233826,0.9996042251586914,0.9950920343399048,0.002965349645819515,0.015394922549603507,0.9998114109039307,0,1
independent:k16:mean_mixed:0.03:all:score:newmax-none:current_step,independent,16,mean_mixed,0.03,all,score,none,current_step,16,1024,598,61,0.0595703125,0.1020066889632107,0.024103105068206787,0.013598806093796156,0.9996042251586914,0.9950920343399048,0.0029338587482925504,0.01826591846474912,0.9998114109039307,10,1
cumulative:k1:all_max:0.0001:all:score:newmax-none:current_step,cumulative,1,all_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.0001:all:traversal:newmax-none:current_step,cumulative,1,all_max,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,1,all_max,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.0003:all:score:newmax-none:current_step,cumulative,1,all_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.0003:all:traversal:newmax-none:current_step,cumulative,1,all_max,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,1,all_max,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.001:all:score:newmax-none:current_step,cumulative,1,all_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.001:all:traversal:newmax-none:current_step,cumulative,1,all_max,0.001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.001:all:masked_mass:newmax-none:current_step,cumulative,1,all_max,0.001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.003:all:score:newmax-none:current_step,cumulative,1,all_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.003:all:traversal:newmax-none:current_step,cumulative,1,all_max,0.003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.003:all:masked_mass:newmax-none:current_step,cumulative,1,all_max,0.003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:all_max:0.01:all:score:newmax-none:current_step,cumulative,1,all_max,0.01,all,score,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0014911293983459473,0.0001778872829163447,0.9999986290931702,0.9999898076057434,0.00017695633869152516,0.0002961176505777985,0.9999988079071045,0,1
cumulative:k1:all_max:0.01:all:traversal:newmax-none:current_step,cumulative,1,all_max,0.01,all,traversal,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0013690590858459473,0.00019277948013041168,0.9999984502792358,0.9999855756759644,0.0001915225147968158,0.0003524172934703529,0.9999985098838806,0,1
cumulative:k1:all_max:0.01:all:masked_mass:newmax-none:current_step,cumulative,1,all_max,0.01,all,masked_mass,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0012271106243133545,0.0001581428077770397,0.999998927116394,0.9999863505363464,0.00015669639105908573,0.00034183927346020937,0.9999989867210388,0,1
cumulative:k1:all_max:0.03:all:score:newmax-none:current_step,cumulative,1,all_max,0.03,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.0039011240005493164,0.000886631038156338,0.9999884366989136,0.9998847246170044,0.0005535691052500624,0.0013594836636912078,0.9999891519546509,0,1
cumulative:k1:all_max:0.03:all:traversal:newmax-none:current_step,cumulative,1,all_max,0.03,all,traversal,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004702501930296421,0.0009282748360419646,0.9999859929084778,0.9998022317886353,0.0005930907682341058,0.0016706362075638026,0.9999874830245972,0,1
cumulative:k1:all_max:0.03:all:masked_mass:newmax-none:current_step,cumulative,1,all_max,0.03,all,masked_mass,none,current_step,16,1024,598,4,0.00390625,0.006688963210702341,0.003998597152531147,0.0006914494588272646,0.999994695186615,0.9998565316200256,0.0003559368669812102,0.0014755336742382497,0.999995768070221,0,1
cumulative:k1:veto_max:0.0001:all:score:newmax-none:current_step,cumulative,1,veto_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.0001:all:traversal:newmax-none:current_step,cumulative,1,veto_max,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,1,veto_max,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.0003:all:score:newmax-none:current_step,cumulative,1,veto_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.0003:all:traversal:newmax-none:current_step,cumulative,1,veto_max,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,1,veto_max,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.001:all:score:newmax-none:current_step,cumulative,1,veto_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.001:all:traversal:newmax-none:current_step,cumulative,1,veto_max,0.001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.001:all:masked_mass:newmax-none:current_step,cumulative,1,veto_max,0.001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.003:all:score:newmax-none:current_step,cumulative,1,veto_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.003:all:traversal:newmax-none:current_step,cumulative,1,veto_max,0.003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.003:all:masked_mass:newmax-none:current_step,cumulative,1,veto_max,0.003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:veto_max:0.01:all:score:newmax-none:current_step,cumulative,1,veto_max,0.01,all,score,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0014911293983459473,0.0001778872829163447,0.9999986290931702,0.9999898076057434,0.00017695633869152516,0.0002961176505777985,0.9999988079071045,0,1
cumulative:k1:veto_max:0.01:all:traversal:newmax-none:current_step,cumulative,1,veto_max,0.01,all,traversal,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0013690590858459473,0.00019277948013041168,0.9999984502792358,0.9999855756759644,0.0001915225147968158,0.0003524172934703529,0.9999985098838806,0,1
cumulative:k1:veto_max:0.01:all:masked_mass:newmax-none:current_step,cumulative,1,veto_max,0.01,all,masked_mass,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0012271106243133545,0.0001581428077770397,0.999998927116394,0.9999863505363464,0.00015669639105908573,0.00034183927346020937,0.9999989867210388,0,1
cumulative:k1:veto_max:0.03:all:score:newmax-none:current_step,cumulative,1,veto_max,0.03,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.0039011240005493164,0.000886631038156338,0.9999884366989136,0.9998847246170044,0.0005535691052500624,0.0013594836636912078,0.9999891519546509,0,1
cumulative:k1:veto_max:0.03:all:traversal:newmax-none:current_step,cumulative,1,veto_max,0.03,all,traversal,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004702501930296421,0.0009282748360419646,0.9999859929084778,0.9998022317886353,0.0005930907682341058,0.0016706362075638026,0.9999874830245972,0,1
cumulative:k1:veto_max:0.03:all:masked_mass:newmax-none:current_step,cumulative,1,veto_max,0.03,all,masked_mass,none,current_step,16,1024,598,4,0.00390625,0.006688963210702341,0.003998597152531147,0.0006914494588272646,0.999994695186615,0.9998565316200256,0.0003559368669812102,0.0014755336742382497,0.999995768070221,0,1
cumulative:k1:masked_max:0.0001:all:score:newmax-none:current_step,cumulative,1,masked_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.0001:all:traversal:newmax-none:current_step,cumulative,1,masked_max,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,1,masked_max,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.0003:all:score:newmax-none:current_step,cumulative,1,masked_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.0003:all:traversal:newmax-none:current_step,cumulative,1,masked_max,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,1,masked_max,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.001:all:score:newmax-none:current_step,cumulative,1,masked_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.001:all:traversal:newmax-none:current_step,cumulative,1,masked_max,0.001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.001:all:masked_mass:newmax-none:current_step,cumulative,1,masked_max,0.001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.003:all:score:newmax-none:current_step,cumulative,1,masked_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.003:all:traversal:newmax-none:current_step,cumulative,1,masked_max,0.003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.003:all:masked_mass:newmax-none:current_step,cumulative,1,masked_max,0.003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k1:masked_max:0.01:all:score:newmax-none:current_step,cumulative,1,masked_max,0.01,all,score,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0012271106243133545,0.0001581428077770397,0.999998927116394,0.9999863505363464,0.00015669639105908573,0.00034183927346020937,0.9999989867210388,0,1
cumulative:k1:masked_max:0.01:all:traversal:newmax-none:current_step,cumulative,1,masked_max,0.01,all,traversal,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0013690590858459473,0.00019277948013041168,0.9999984502792358,0.9999855756759644,0.0001915225147968158,0.0003524172934703529,0.9999985098838806,0,1
cumulative:k1:masked_max:0.01:all:masked_mass:newmax-none:current_step,cumulative,1,masked_max,0.01,all,masked_mass,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0012271106243133545,0.0001581428077770397,0.999998927116394,0.9999863505363464,0.00015669639105908573,0.00034183927346020937,0.9999989867210388,0,1
